,name_w,year_w,price,user_score,type_w,region,alcohol_content,wine_grape,pk_score,pn_score,sk_score
535,Casa Agrícola Tinto, 2021,11.8,4.2,Vino tinto,Alicante,14.0,Monastrell,92.0,92.0,
536,Altanza Reserva, 2017,13.5,3.5,Vino tinto,Rioja,14.0,Tempranillo,,91.0,92.0
537,Acusp, 2019,39.0,4.8,Vino tinto,Costers del Segre,12.5,Pinot noir,93.0,93.0,
538,Clunia Malbec, 2019,26.8,3.5,Vino tinto,Castilla y León,15.0,Malbec,,,
539,Artadi Tradición, 2022,14.75,3.8,Vino de maceración carbónica,España,14.0,Tempranillo,90.0,,
540,Mont-Ferrant Brut Reserva Ecològic,,10.95,0.0,Cava,DO Cava,11.0,Xarel·lo,,,
541,Azabache Crianza Vendimia Seleccionada, 2019,5.9,4.4,Vino tinto,Rioja,14.0,Tempranillo,,,
542,Carpetano, 2019,15.25,5.0,Vino Tinto,España,14.5,Garnacha,,,
543,Baigorri Reserva, 2018,21.95,4.7,Vino tinto,Rioja,14.5,Tempranillo,94.0,92.0,91.0
544,Raimat Castell Chardonnay, 2022,7.45,4.4,Vino blanco,Costers del Segre,13.0,Chardonnay,,90.0,
545,Milsetentayseis, 2020,53.95,0.0,Vino Tinto,Ribera del Duero,14.5,Tempranillo,93.0,,94.0
546,Cantocuerdas Albillo, 2020,17.9,4.5,Vino blanco,Vinos de Madrid,14.0,Albillo,,,
547,Muriel Fincas De La Villa Reserva, 2018,12.5,4.3,Vino tinto,Rioja,13.5,Tempranillo,,,92.0
548,Finca Dofí, 2021,95.9,4.7,Vino tinto,Priorat,14.5,Garnacha,,96.0,95.0
549,Cresta Rosa,,4.25,4.1,Vino rosado frizzante,España,12.5,Tempranillo,,,
550,Taberner, 2017,23.95,4.5,Vino tinto,Cádiz,15.0,Syrah,92.0,,
551,Museum Reserva, 2019,13.5,4.6,Vino tinto,Cigales,14.5,Tempranillo,90.0,92.0,91.0
552,Damana 5, 2021,9.5,4.5,Vino tinto,Ribera del Duero,14.0,Tempranillo,,,92.0
553,Tajinaste Blanco Seco, 2022,13.95,4.0,Vino blanco,Ycoden-Daute-Isora,12.5,Listán blanco,,,
554,Viña Esmeralda, 2022,9.95,4.7,Vino blanco,Penedès,11.5,Moscatel de Alejandría,,,
555,Crater, 2018,28.7,0.0,Vino tinto,Tacoronte - Acentejo,13.5,Listán negro,,91.0,
556,Vulcano Malvasia Seco, 2022,27.95,4.6,Vino blanco,Lanzarote,13.0,Malvasía,,,
557,La Creu Alta, 2018,95.55,5.0,Vino tinto,Priorat,14.5,Cariñena,94.0,96.0,
558,Pazo de Villarei, 2022,9.95,5.0,Vino blanco,Rías Baixas,13.0,Albariño,,,
559,Boada Reserva, 2013,15.95,5.0,Vino tinto,Ribera del Duero,14.0,Tempranillo,,,
560,AA Dolç Mataró, 2020 ,18.9,5.0,Cosecha tardía,Alella,15.0,Mataró,,91.0,
561,Diaz Bayo 15 Meses Crianza, 2021,12.75,4.4,Vino tinto,Ribera del Duero,14.0,Tempranillo,,90.0,
562,Maior De Mendoza Sobre Lías, 2023,14.5,5.0,Vino blanco,Rías Baixas,13.0,Albariño,,90.0,91.0
563,Can Axartell Rosado, 2022,15.5,4.5,Vino rosado,Mallorca,12.0,Pinot noir,,,
564,Viuda Negra Crianza, 2021,9.7,4.3,Vino tinto,Rioja,15.0,Tempranillo,91.0,,
565,Lafou Els Amelers, 2022,15.5,4.6,Vino blanco,Terra Alta,13.0,Garnacha blanca,91.0,,
566,Pingus, 2021,1750.0,5.0,Vino tinto,Ribera del Duero,14.0,Tempranillo,,99.0,99.0
567,Planetes de Nin Clàssic, 2021,40.9,3.8,Vino tinto,Priorat,14.5,Garnacha,96.0,,
568,Táganan Tinto, 2022,34.5,4.7,Vino tinto,España,12.0,Listán negro,95.0,92.0,95.0
569,La Mateo Tempranillo Blanco FB, 2020,24.95,0.0,Vino blanco,Rioja,13.0,Tempranillo blanco,,90.0,
570,Pita Verderrubí Verdejo Ecológico, 2022,8.4,4.5,Vino blanco,Rueda,13.0,Verdejo,,,
571,Beronia Crianza, 2020,7.9,4.3,Vino tinto,Rioja,13.5,Tempranillo,,,92.0
572,Bicicletas y Peces Verdejo, 2022,9.8,4.3,Vino blanco,Rueda,13.0,Verdejo,,,
573,Viña Pomal Blanco, 2022,7.5,4.3,Vino blanco,Rioja,12.5,Viura,,90.0,
574,XIII Lunas, 2018,7.8,4.6,Vino tinto,Rioja,13.5,Garnacha,,,
575,AC La Rodetta, 2022,6.8,4.6,Vino blanco,España,10.5,Viura,,,
576,Frisach L'Abrunet Blanc, 2022,9.3,4.2,Vino blanco,Terra Alta,13.0,Garnacha blanca,,,
577,Amfitrió de l'Empordà, 2020,14.9,5.0,Vino Tinto,Empordà,15.0,Garnacha,,,
578,Abadal Picapoll, 2022,13.95,4.6,Vino blanco,Pla de Bages,12.5,Picapoll,,90.0,92.0
579,Gran Barquero Amontillado,,26.9,4.7,Amontillado,Montilla-Moriles,19.0,Pedro ximénez,,,
580,Honoro Vera Monastrell Organic, 2022,6.45,4.4,Vino tinto,Jumilla,14.5,Monastrell,90.0,91.0,
581,Ama de Gorka Izagirre, 2019,34.5,0.0,Vino blanco,Bizkaiko Txakolina,13.5,Hondarribi zerratia,,,
582,Laus Crianza, 2019,6.5,3.8,Vino tinto,Somontano,14.0,Merlot,,,
583,Mas de Mancuso Garnacha, 2018,29.95,4.5,Vino tinto,Cariñena,14.5,Garnacha,94.0,93.0,91.0
584,Familia Valdelana Crianza, 2020,8.95,5.0,Vino tinto,Rioja,14.0,Tempranillo,,91.0,
585,Marqués de Riscal Limousin, 2022,19.2,4.5,Vino blanco,Rueda,13.0,Verdejo,,93.0,92.0
586,Valdesil Godello sobre lías, 2022,16.9,3.3,Vino blanco,Valdeorras,13.5,Godello,90.0,93.0,
587,Pissarres, 2021,16.95,4.3,Vino tinto,Priorat,14.5,Garnacha,91.0,92.0,
588,Azpilicueta Reserva, 2018,13.6,4.0,Vino tinto,Rioja,14.0,Tempranillo,,91.0,
589,Torre Barreda Tempranillo, 2022,7.95,4.0,Vino tinto,Castilla,14.5,Tempranillo,,,
590,Portia Roble, 2022,8.4,4.0,Vino tinto,Ribera del Duero,14.5,Tempranillo,,,92.0
591,Las Iruelas, 2021,153.5,0.0,Vino tinto,Castilla y León,14.0,Garnacha,98.0,,95.0
592,La Garnatxa Fosca del Priorat, 2021,14.25,3.9,Vino tinto,Priorat,15.0,Garnacha,,,
593,Marge, 2019,18.95,4.2,Vino tinto,Priorat,15.0,Garnacha,90.0,,
594,Conde Valdemar Reserva, 2015,13.5,4.4,Vino tinto,Rioja,13.5,Tempranillo,90.0,,
595,Condes de Albarei, 2022,10.5,4.0,Vino blanco,Rías Baixas,12.5,Albariño,,,
596,Pazo Baión, 2022,18.5,4.4,Vino blanco,Rías Baixas,12.5,Albariño,91.0,,
597,Fedellos do Couto Lomba dos Ares, 2021,19.9,3.4,Vino tinto,Ribeira Sacra,12.5,Mencía,94.0,,
598,Pirineos Gewürztraminer, 2023,8.95,4.0,Vino blanco,Somontano,13.0,Gewürztraminer,,90.0,90.0
599,Cirsion, 2019,210.0,4.0,Vino tinto,Rioja,14.5,Tempranillo,95.0,95.0,98.0
600,Pago de Santa Cruz, 2021,52.9,4.7,Vino tinto,Ribera del Duero,14.5,Tempranillo,92.0,95.0,
601,Ximénez-Spínola Pedro Ximenez Muy Viejo,,59.89,0.0,Vino dulce natural,Jerez-Manzanilla,15.0,Pedro ximénez,,,
602,Dehesa del Carrizal Cabernet Sauvignon, 2020,18.8,4.4,Vino tinto,Pago Dehesa del Carrizal,15.0,Cabernet sauvignon,91.0,,93.0
603,Mas d'en Compte Negre, 2016,19.95,4.4,Vino tinto,Priorat,14.5,Cariñena,91.0,,
604,Vi-Ve Maceración Carbónica, 2022,6.95,4.0,Vino de maceración carbónica,Rioja,14.5,Tempranillo,,,
605,Artuke Tinto, 2022,7.6,3.9,Vino tinto,Rioja,13.5,Tempranillo,,90.0,
606,César Príncipe, 2020,22.4,4.4,Vino tinto,Cigales,13.5,Tempranillo,92.0,93.0,
607,Ullones, 2023,8.75,4.5,Vino rosado,Empordà,13.0,Garnacha,,,
608,Gran Juvé & Camps, 2017,34.9,0.0,Cava,DO Cava,12.0,Parellada,91.0,95.0,
609,Parxet Brut Reserva, 2019,12.95,4.0,Cava,DO Cava,11.5,Pansa blanca,,,
610,Tinto Figuero 12 Meses, 2020,19.25,4.8,Vino tinto,Ribera del Duero,14.0,Tempranillo,90.0,,
611,Poesia Crianza, 2019,3.9,4.3,Vino tinto,Catalunya,13.0,Tempranillo,,,
612,Rebisaca, 2021,12.9,5.0,Vino blanco,Rías Baixas,13.5,Albariño,93.0,,
613,Familia Valdelana Blanco Semidulce, 2022,6.9,4.9,Vino semidulce,Rioja,12.5,Malvasía,,,
614,Maior De Mendoza Fulget, 2023,9.6,4.0,Vino blanco,Rías Baixas,13.0,Albariño,,,90.0
615,Mastinell Eliane, 2022,13.9,0.0,Vino blanco,Penedès,13.0,Chardonnay,,,
616,Tal Com Raja Negre, 2022,6.2,5.0,Vino tinto,Terra Alta,14.0,Garnacha,,,
617,Torre de Golbán Crianza, 2019,12.95,4.2,Vino tinto,Ribera del Duero,14.5,Tempranillo,90.0,,
618,Reina de los Deseos, 2021,86.1,0.0,Vino tinto,Vinos de Madrid,14.5,Garnacha,,,
619,Mía Freixenet Blanco, 2022,4.95,4.6,Vino blanco,Penedès,11.0,Macabeo,,,
620,Poesia Garnacha Blanca, 2022,3.9,3.8,Vino blanco,Catalunya,12.5,Garnacha blanca,,,
621,Cava Bach Brut Nature,,4.8,4.5,Cava,DO Cava,11.5,Xarel·lo,,,
622,Finca Terrerazo, 2021,27.85,4.6,Vino tinto,El Terrerazo,14.5,Bobal,,94.0,
623,Honoro Vera Monastrell, 2022,6.45,4.8,Vino tinto,Jumilla,14.5,Monastrell,,,
624,Hombros, 2020,18.95,4.5,Vino tinto,Bierzo,13.5,Mencía,91.0,92.0,92.0
625,Gotim Bru, 2021,9.9,4.1,Vino tinto,Costers del Segre,14.0,Tempranillo,90.0,91.0,
626,Lan Reserva, 2017,13.95,4.3,Vino tinto,Rioja,13.5,Tempranillo,90.0,91.0,
627,Codorníu Zero,,7.95,5.0,Cava,España,,Airén,,,
628,Casas de Moya Maria, 2020,11.95,4.1,Vino tinto,Utiel-Requena,14.5,Bobal,,,
629,Altanza Sauvignon Blanc, 2022,7.5,5.0,Vino blanco,Rioja,13.0,Sauvignon blanc,,,90.0
630,Venta La Ossa Syrah, 2019,13.5,4.2,Vino tinto,Castilla,15.0,Syrah,,93.0,
631,Pago Mota, 2021,7.25,4.0,Vino blanco,Castilla,12.5,Chardonnay,,,
632,Nadal Salvatge Brut, 2016,19.4,4.0,Cava,Corpinnat,12.0,Macabeo,,,
633,Boig Per Tu, 2020,15.95,4.0,Vino tinto,Montsant,14.5,Garnacha,,,
634,Mestizaje, 2021,10.9,4.2,Vino tinto,El Terrerazo,13.5,Bobal,91.0,91.0,
635,Do Ferreiro Adina, 2022,30.5,4.0,Vino blanco,Rías Baixas,12.5,Albariño,,,
636,Tarima Mediterráneo, 2022,6.5,4.4,Vino blanco,Alicante,12.0,Merseguera,,,
637,Condado de Oriza Reserva, 2017,18.9,4.4,Vino tinto,Ribera del Duero,14.0,Tempranillo,,,93.0
638,Atteca, 2020,13.25,4.4,Vino tinto,Calatayud,15.0,Garnacha,,93.0,90.0
639,Castillo de Monjardín Chardonnay Barrica Sel., 2021,11.5,4.0,Vino blanco,Navarra,13.5,Chardonnay,,,
640,Baynos, 2021,65.0,5.0,Vino Tinto,Rioja,14.0,Tempranillo,,,
641,Gotas de Mar, 2022,12.8,4.5,Vino blanco,Rías Baixas,12.5,Albariño,,,
642,Ninín, 2021,9.95,0.0,Vino tinto,Ribera del Duero,13.5,Tempranillo,,,
643,Cava Faustino Semi Seco,,7.45,4.8,Cava,DO Cava,11.5,Macabeo,,,
644,Tobelos Crianza, 2019,11.3,4.0,Vino tinto,Rioja,13.5,Tempranillo,90.0,90.0,
645,Valenciso, 2017,24.5,4.3,Vino tinto,Rioja,14.5,Tempranillo,94.0,,
646,Les Tosses, 2019,210.0,5.0,Vino tinto,Priorat,13.5,Cariñena,,97.0,97.0
647,Rodrigo Méndez Muti, 2021,25.95,4.3,Vino blanco,Rías Baixas,13.0,Albariño,93.0,,
648,Parotet, 2017,19.35,4.0,Vino tinto,Valencia,14.5,Mandó,95.0,,
649,El Nen de Can Maset, 2021,7.5,5.0,Vino tinto,Empordà,14.5,Syrah,,,
650,Vilarnau Brut Nature Reserva,,12.4,4.0,Cava,DO Cava,11.5,Macabeo,,,
651,13 Cántaros Nicolás, 2021,8.45,3.9,Vino tinto,Cigales,14.0,Tempranillo,,,
652,Emina Verdejo, 2022,5.95,4.3,Vino blanco,Rueda,13.5,Verdejo,,,
653,Obsequi de l'Empordà, 2022,13.9,5.0,Vino blanco,Empordà,13.5,Garnacha blanca,,,
654,Ramón Bilbao Gran Reserva, 2014,29.5,4.8,Vino tinto,Rioja,14.0,Tempranillo,,93.0,
655,Lagunilla Viura, 2021,4.8,4.5,Vino blanco,Rioja,12.5,Viura,,,
656,Tarima Monastrell, 2022,5.9,4.2,Vino tinto,Alicante,14.5,Monastrell,91.0,91.0,
657,Rigol Brut,,4.8,4.3,Cava,DO Cava,11.5,Parellada,,,
658,A Dos Manos, 2020,12.5,4.0,Vino Tinto,Méntrida,14.0,Garnacha,93.0,92.0,
659,Perelada 3 Fincas Crianza, 2020,7.2,4.6,Vino tinto,Empordà,14.0,Garnacha,,,
660,Valduero 6 Años Reserva Premium, 2015,67.95,4.0,Vino tinto,Ribera del Duero,14.0,Tempranillo,94.0,,
661,Dehesa de los Canónigos Quinta Generación, 2022,11.95,3.3,Vino tinto,Ribera del Duero,14.0,Tempranillo,91.0,,
662,Bracamonte Crianza, 2016,12.5,4.5,Vino tinto,Ribera del Duero,14.5,Tempranillo,,92.0,
663,Montecillo Gran Reserva, 2015,18.5,0.0,Vino tinto,Rioja,13.5,Tempranillo,,,
664,El Telar, 2019,18.5,5.0,Vino tinto,Alicante,15.5,Monastrell,91.0,,
665,Pazo das Bruxas, 2022,14.9,5.0,Vino blanco,Rías Baixas,12.5,Albariño,,90.0,
666,Coca i Fitó Blanc, 2021,12.95,0.0,Vino blanco,Montsant,13.5,Garnacha blanca,,,
667,César Florido Moscatel Especial,,11.5,4.0,Vino dulce natural,Jerez-Manzanilla,18.0,Moscatel de Alejandría,,,
668,Mas Alta Els Pics Blanc, 2021,17.65,0.0,Vino blanco,Priorat,13.5,Garnacha blanca,,,
669,Nona, 2021,14.5,4.0,Vino tinto,Priorat,14.5,Garnacha,,,
670,Edulis Crianza, 2019,7.6,4.4,Vino tinto,Rioja,13.5,Tempranillo,,90.0,90.0
671,Viña Sastre Roble, 2021,10.9,4.1,Vino tinto,Ribera del Duero,14.0,Tempranillo,90.0,92.0,
672,Torelló Brut Nature Tradicional, 2017,16.95,4.1,Cava,Corpinnat,12.0,Macabeo,92.0,,
673,Mestres Imperial Gran Reserva, 2013,18.95,0.0,Cava,DO Cava,12.0,Macabeo,90.0,,
674,Summa Varietalis, 2020,19.9,4.0,Vino tinto,Dominio de Valdepusa,15.0,Cabernet sauvignon,91.0,91.0,
675,Luna Beberide Art, 2021,21.3,5.0,Vino tinto,Bierzo,13.5,Mencía,94.0,90.0,93.0
676,Dahlia Gris, 2022,10.7,5.0,Vino rosado,Penedès,12.5,Garnacha gris,,,
677,Marqués de Carrión Reserva, 2017,11.5,4.0,Vino tinto,Rioja,13.5,Tempranillo,,,
678,Manzanilla en Rama La Gitana,,12.8,4.4,Manzanilla,Jerez-Manzanilla,15.0,Palomino fino,,,
679,Luzón Colección Blanco, 2022,6.8,4.0,Vino blanco,Jumilla,12.0,Sauvignon blanc,,,
680,Iturria, 2019,13.9,4.2,Vino tinto,Toro,14.5,Tinta de Toro,91.0,,
681,Borsao Crianza, 2019,8.95,4.4,Vino tinto,Campo de Borja,15.0,Garnacha,,,
682,Señorío de Cuzcurrita, 2019,24.9,4.7,Vino tinto,Rioja,14.0,Tempranillo,,92.0,
683,Marqués de Cáceres Reserva, 2018,12.95,4.6,Vino tinto,Rioja,14.0,Tempranillo,,92.0,91.0
684,Enate Merlot-Merlot, 2019,23.5,4.8,Vino tinto,Somontano,15.0,Merlot,,91.0,
685,Codorniu Ars Collecta Blanc de Blancs, 2021,19.95,4.7,Cava,DO Cava,11.5,Chardonnay,,93.0,
686,Freixenet Reserva Brut Nature,,8.85,4.4,Cava,DO Cava,12.0,Macabeo,,,
687,El Veïnat Garnacha, 2022,8.95,4.3,Vino tinto,Montsant,14.5,Garnacha,,,
688,Extremarium Reserva Brut Nature,,12.2,4.4,Cava,DO Cava,12.0,Xarel·lo,,,
689,Brunus, 2020,14.9,4.5,Vino tinto,Montsant,14.0,Cariñena,,91.0,
690,Baigorri B70, 2019,114.5,4.0,Vino tinto,Rioja,14.5,Tempranillo,,,93.0
691,Palacio Quemado Crianza, 2021,8.7,4.6,Vino tinto,Ribera del Guadiana,13.5,Tempranillo,,,91.0
692,Coto de Imaz Gran Reserva, 2017,18.95,4.5,Vino tinto,Rioja,13.5,Tempranillo,,91.0,92.0
693,Marqués de Cáceres Rosado, 2022,5.7,4.6,Vino rosado,Rioja,13.5,Tempranillo,,,
694,Yllera Verdejo Vendimia Nocturna, 2022,6.3,4.4,Vino blanco,Rueda,13.0,Verdejo,,90.0,
695,Nekeas Cepa por Cepa Garnacha, 2022,6.1,4.6,Vino tinto,Navarra,14.5,Garnacha,,,91.0
696,Augustus Chardonnay, 2022,21.9,4.2,Vino blanco,Penedès,13.0,Chardonnay,90.0,92.0,
697,Gémina Finca El Volcán, 2017,30.0,0.0,Vino tinto,Jumilla,14.5,Monastrell,,,
698,Valdespino Fino Ynocente,,13.9,4.5,Fino,Jerez-Manzanilla,15.0,Palomino fino,,,
699,Itsasmendi, 2022,11.4,4.3,Vino blanco,Bizkaiko Txakolina,13.0,Hondarribi zuri,,,
700,Raimat El Cim del Turó Brut Nature,,13.95,5.0,Cava,DO Cava,11.5,Chardonnay,,,
701,Casa Castillo Pie Franco, 2021,149.0,4.5,Vino tinto,Jumilla,14.5,Monastrell,100.0,95.0,
702,Heras Cordón Vendimia Seleccionada, 2019,11.95,5.0,Vino tinto,Rioja,14.0,Tempranillo,,,
703,Adernats Reserva Brut,,7.85,4.0,Cava,DO Cava,11.5,Macabeo,,,
704,Shaya Verdejo, 2022,10.85,4.5,Vino blanco,Rueda,13.5,Verdejo,,93.0,
705,Viña Costeira, 2022,7.8,4.6,Vino blanco,Ribeiro,12.0,Treixadura,,,
706,Terra de Godos, 2022,11.35,4.0,Vino blanco,Rías Baixas,13.0,Albariño,,,
707,Les Sorts Vinyes Velles, 2019,17.8,4.6,Vino tinto,Montsant,14.5,Garnacha,,,
708,Txomin Etxaniz Rosé, 2022,11.95,4.0,Vino rosado,Getariako Txakolina,10.5,Hondarribi zuri,,,
709,Clos Montblanc Chardonnay Únic, 2022,13.6,4.1,Vino blanco,Catalunya,14.0,Chardonnay,,,
710,Gargalo Godello, 2022,12.95,4.0,Vino blanco,Monterrei,14.0,Godello,,90.0,92.0
711,Ses Nines Negre Selecció 07/9, 2021,15.9,5.0,Vino tinto,Mallorca,14.0,Mantonegro,,,
712,20 Aldeas, 2018,14.9,4.7,Vino tinto,Castilla y León,14.5,Tempranillo,,90.0,95.0
713,Corazón Loco Blanco, 2022,6.5,3.0,Vino blanco,Manchuela,12.5,Verdejo,,,
714,Principia Mathematica, 2022,19.9,3.9,Vino blanco,Penedès,12.5,Xarel·lo,94.0,91.0,
715,Can Axartell Blanco, 2022,14.75,3.0,Vino blanco,Mallorca,13.0,Malvasía,,,
716,Oriol Rossell Mític 1908 BN Gran Reserva, 2018,16.7,4.0,Cava,DO Cava,12.0,Xarel·lo,,,
717,Abadal 3.9, 2019,27.5,5.0,Vino tinto,Pla de Bages,14.5,Cabernet sauvignon,,91.0,
718,Biga Crianza, 2020,8.95,4.3,Vino tinto,Rioja,13.5,Tempranillo,,91.0,
719,Llopart Néctar Terrenal,,13.5,5.0,Cava,Corpinnat,11.5,Xarel·lo,,,
720,Compta Gotes, 2021,11.95,5.0,Vino tinto,Priorat,14.5,Garnacha,,,
721,Colegiata Blanco, 2022,5.95,4.1,Vino blanco,Toro,12.5,Malvasía,,,
722,Arenisca Paraje Los Pilones, 2021,14.9,4.4,Vino tinto,España,14.5,Tinta de Toro,,92.0,
723,Ariyanas David Tinto Dulce, 2022 ,18.9,0.0,Vino dulce,Sierras de Málaga,12.5,Merlot,,,
724,Finca Olivardots Groc d'Àmfora, 2022,11.95,4.4,Vino blanco,Empordà,13.0,Garnacha blanca,91.0,,91.0
725,Familia Valdelana Rosado, 2022,6.0,5.0,Vino rosado,Rioja,12.5,Garnacha,,,
726,Savina, 2022,24.5,4.7,Vino blanco,Formentera,14.0,Viognier,,,
727,Martínez Lacuesta Crianza, 2019,10.85,0.0,Vino tinto,Rioja,13.5,Tempranillo,,90.0,
728,Viña Zorzal Graciano, 2020,7.8,4.2,Vino tinto,Navarra,13.5,Graciano,,91.0,
729,3404 Blanco, 2022,5.25,4.0,Vino blanco,Somontano,13.5,Chardonnay,,,
730,Pasión de Bobal, 2021,9.1,4.3,Vino tinto,Utiel-Requena,14.0,Bobal,,,
731,AA Bruant Natural, 2021,17.5,4.0,Cava,DO Cava,12.0,Xarel·lo,90.0,,
732,Terrible Roble, 2021,9.8,3.8,Vino tinto,Ribera del Duero,14.0,Tempranillo,,,
733,Torremayor Crianza, 2021,9.95,4.0,Vino tinto,Extremadura,13.5,Tempranillo,,,
734,Les Brugueres Negre, 2021,20.8,4.8,Vino tinto,Priorat,14.0,Garnacha,90.0,,94.0
735,Gran Colegiata Crianza, 2016,11.75,4.3,Vino tinto,Toro,14.0,Tinta de Toro,,,
736,Naluar, 2020,21.5,5.0,Vino tinto,Ribera del Duero,14.0,Tempranillo,,91.0,
737,Payoya Negra, 2020,19.9,5.0,Vino tinto,Sierras de Málaga,15.0,Garnacha,,93.0,
738,Nadal Salvatge Rosé,,19.4,5.0,Cava,Corpinnat,12.5,Pinot noir,,,
739,Vega Sicilia Único Reserva Especial - Edición, 2023,465.0,5.0,Vino tinto,Ribera del Duero,14.0,Tempranillo,98.0,97.0,99.0
740,Corral de Campanas, 2020,10.95,4.0,Vino tinto,Toro,14.5,Tinta de Toro,,90.0,
741,Mastinell Nature Gran Reserva, 2014,18.5,5.0,Cava,DO Cava,12.0,Xarel·lo,,90.0,
742,Pesquera MXI, 2020,24.95,5.0,Vino tinto,Ribera del Duero,14.0,Tempranillo,,,92.0
743,Dehesa Gago, 2022,10.1,4.2,Vino tinto,Toro,14.5,Tinta de Toro,,90.0,
744,Vespres, 2022,14.9,4.0,Vino tinto,Montsant,14.0,Garnacha,91.0,90.0,92.0
745,Abadía Retuerta Pago Negralada, 2017,74.95,5.0,Vino tinto,Abadía Retuerta,15.0,Tempranillo,93.0,95.0,
746,AT Roca Brut Nature Reserva, 2021,14.9,0.0,Cava,DO Cava,12.0,Macabeo,,,
747,Marqués de Griñón Cabernet Sauvignon, 2019,24.95,3.7,Vino tinto,Dominio de Valdepusa,15.0,Cabernet sauvignon,91.0,93.0,
748,Llopart Original Brut Nature 1887, 2010,56.7,4.3,Cava,Corpinnat,11.5,Parellada,93.0,95.0,
749,Els Vinyerons Lluerna Blanc, 2022,9.4,5.0,Vino blanco,Penedès,12.0,Xarel·lo,,,
750,Viña Salceda Rueda Verdejo, 2022,7.45,4.0,Vino blanco,Rueda,13.0,Verdejo,,,
751,El Senat del Montsant, 2021,14.75,4.2,Vino tinto,Montsant,14.5,Garnacha,,,
752,Tres Olmos Verdejo Lías, 2021,8.7,4.0,Vino blanco,Rueda,13.0,Verdejo,,90.0,
753,Còsmic Destí Muscat, 2022,16.9,4.5,Vino naranja,España,11.5,Moscatel de Alejandría,,,
754,DG Viticultors Brut Rosé, 2013,14.3,4.4,Cava,DO Cava,12.5,Pinot noir,,,
755,Gregal d'Espiells, 2022,10.85,4.5,Vino blanco,Penedès,11.0,Gewürztraminer,,,
756,Quinta Milú La Cometa, 2021,17.8,4.3,Vino tinto,Ribera del Duero,14.0,Tempranillo,,,
757,Carmelo Rodero Valtarreña, 2020,53.95,3.7,Vino tinto,Ribera del Duero,14.0,Tempranillo,93.0,,
758,Casas de Moya Sofia Dulce, 2017 ,22.55,5.0,Vino de botrytis,Valencia,13.5,Sauvignon blanc,,,
759,Ramón Bilbao Rosado, 2022,7.9,4.2,Vino rosado,Rioja,12.5,Garnacha,,90.0,
760,Cepa Gavilán, 2020,12.4,4.5,Vino tinto,Ribera del Duero,14.5,Tempranillo,,,
761,Maria Casanovas Rosat,,22.95,0.0,Cava,DO Cava,11.5,Pinot noir,,,
762,Les Aubaguetes, 2019,450.0,0.0,Vino tinto,Priorat,14.5,Garnacha,98.0,97.0,99.0
763,El Gos, 2022,7.9,4.0,Vino tinto,España,14.0,Garnacha,,,
764,Pazo de San Mauro, 2022,17.75,0.0,Vino Blanco,Rías Baixas,12.5,Albariño,,,
765,Mas La Mola Vi d'Altura, 2021,22.95,5.0,Vino tinto,Priorat,14.5,Garnacha,,,
788,Las Pizarras Volcán, 2022,6.95,4.0,Vino tinto,Calatayud,13.0,Garnacha,,,
789,Marko Gure Arbasoak, 2022,22.55,0.0,Vino blanco,Bizkaiko Txakolina,12.5,Hondarribi zerratia,94.0,,
790,Borsao Bole, 2020,6.9,4.1,Vino tinto,Campo de Borja,15.0,Garnacha,90.0,,
791,Valdespino Viña Macharnudo Alto, 2022,11.85,0.0,Vino blanco,Jerez-Manzanilla,11.0,Palomino fino,,,
792,Casa Vella d'Espiells, 2019,13.5,5.0,Vino tinto,Penedès,15.0,Cabernet sauvignon,,,
793,Petit Hipperia, 2021,16.75,4.5,Vino tinto,Castilla,15.0,Merlot,90.0,,
794,Remordimiento, 2022,8.55,5.0,Vino Tinto,Jumilla,14.5,Monastrell,,,
795,La Casa de la Seda, 2021,18.8,0.0,Vino tinto,Utiel-Requena,14.5,Bobal,,91.0,92.0
796,Legaris Crianza, 2020,16.95,4.6,Vino tinto,Ribera del Duero,15.0,Tempranillo,,90.0,91.0
797,Sumarroca Brut Nature Gran Reserva,,16.3,4.0,Cava,DO Cava,12.0,Macabeo,,,
798,Ikigall, 2022,9.95,4.5,Vino blanco,Penedès,12.0,Xarel·lo,,,
799,Celler Vell Brut Nature Reserva Eco,,8.95,4.2,Cava,DO Cava,11.5,Macabeo,,,
800,L'Avi Arrufi Blanc Fermentat en Barrica, 2022,18.9,4.7,Vino blanco,Terra Alta,14.5,Garnacha blanca,92.0,94.0,
801,Pasión de Bobal Rosado, 2022,6.5,4.5,Vino rosado,Utiel-Requena,12.5,Bobal,,,
802,Flor de Vetus Verdejo, 2022,7.8,4.1,Vino blanco,Rueda,12.5,Verdejo,,91.0,91.0
803,Vallformosa Freyé Xarel·lo Chardonnay, 2022,9.6,0.0,Vino blanco,Penedès,12.0,Xarel·lo,,90.0,
804,Les Cousins L'Antagonique, 2021,12.95,4.4,Vino blanco,Priorat,14.5,Garnacha,,,
805,Termanthia, 2015,248.95,0.0,Vino tinto,Toro,15.0,Tinta de Toro,,97.0,97.0
806,Frontonio Microcósmico Garnacha, 2021,,3.6,Vino tinto,Valdejalón,13.5,Garnacha,93.0,92.0,92.0
807,Lirondo, 2022,12.5,4.8,Vino blanco,España,13.5,Verdejo,90.0,90.0,
808,Borsao Berola, 2018,11.95,4.2,Vino tinto,Campo de Borja,15.0,Garnacha,90.0,91.0,90.0
