,name_w,year_w,price,user_score,type_w,region,alcohol_content,wine_grape,pk_score,pn_score,sk_score
72,Circe Verdejo, 2022,9.95,4.6,Vino blanco,Rueda,12.5,Verdejo,,,
73,Perelada 5 Fincas Reserva, 2018,12.8,4.6,Vino tinto,Empordà,14.4,Merlot,,90.0,
74,Juvé & Camps Brut Rosé,,,4.4,Cava,DO Cava,12.0,Pinot noir,,,
75,Carmelo Rodero 9 Meses, 2022,14.9,4.5,Vino tinto,Ribera del Duero,14.5,Tempranillo,,90.0,91.0
76,Aalto PS, 2021,87.95,4.8,Vino tinto,Ribera del Duero,15.0,Tempranillo,95.0,94.0,96.0
77,Condado de Haza Crianza, 2020,11.95,4.3,Vino tinto,Ribera del Duero,14.5,Tempranillo,,,93.0
78,Basa Blanco, 2022,8.55,4.5,Vino blanco,Rueda,13.5,Verdejo,90.0,,
79,Finca Villacreces, 2019,27.9,4.0,Vino tinto,Ribera del Duero,14.0,Tempranillo,,,
80,Casar de Burbia Godello, 2022,12.5,4.4,Vino blanco,Bierzo,13.5,Godello,,,90.0
81,Cutio Macabeo, 2021,8.95,5.0,Vino blanco,Cariñena,14.0,Macabeo,92.0,,92.0
82,Cava Rimarts Martinez Brut Nature Rosé,,13.95,4.6,Cava,DO Cava,11.5,Pinot noir,,,
83,Sierra Cantabria Crianza, 2019,11.95,4.2,Vino tinto,Rioja,14.5,Tempranillo,91.0,92.0,
84,Familia Oliveda Brut Jove,,6.4,4.6,Cava,DO Cava,11.5,Macabeo,,,
85,Casal de Armán Blanco, 2022,13.5,4.0,Vino blanco,Ribeiro,13.5,Treixadura,,,
86,Cune Reserva, 2018,11.25,4.5,Vino tinto,Rioja,14.0,Tempranillo,,,93.0
87,Prima, 2020,11.95,4.3,Vino tinto,Toro,14.5,Tinta de Toro,,,
88,El Puntido, 2019,39.95,4.7,Vino tinto,Rioja,14.5,Tempranillo,93.0,94.0,92.0
89,Domaines Lupier La Dama, 2018,35.95,4.5,Vino tinto,Navarra,14.0,Garnacha,97.0,94.0,
90,Bardos Viñedos de Altura, 2021,13.5,5.0,Vino Tinto,Ribera del Duero,15.0,Tempranillo,,,
91,Vizcarra, 2020,16.15,3.8,Vino tinto,Ribera del Duero,14.5,Tempranillo,92.0,91.0,
92,El Vínculo Crianza, 2019,10.9,4.5,Vino tinto,La Mancha,15.5,Tempranillo,90.0,,90.0
93,La Planta, 2022,9.3,4.4,Vino tinto,Ribera del Duero,14.0,Tempranillo,90.0,90.0,91.0
94,Lindes de Remelluri Viñedos de San Vicente, 2020,17.7,4.4,Vino tinto,Rioja,13.5,Tempranillo,,92.0,94.0
95,Bozeto de Exopto, 2022,8.7,4.1,Vino tinto,Rioja,14.5,Garnacha,92.0,,92.0
96,Quintaluna, 2020,14.9,4.3,Vino blanco,Rueda,14.0,Verdejo,92.0,90.0,
97,Dehesa la Granja, 2019,9.5,4.5,Vino tinto,Castilla y León,14.5,Tempranillo,92.0,,93.0
98,Luis Cañas Reserva, 2016,17.25,4.5,Vino tinto,Rioja,14.5,Tempranillo,90.0,92.0,
99,El Perro Verde, 2022,11.95,4.4,Vino blanco,Rueda,13.0,Verdejo,,,
100,Roda I, 2018,51.9,4.9,Vino tinto,Rioja,14.5,Tempranillo,94.0,93.0,94.0
101,Viña Real Crianza, 2020,8.45,4.1,Vino tinto,Rioja,13.5,Tempranillo,91.0,91.0,93.0
102,Cims de Porrera Vi de Vila, 2019,16.95,4.3,Vino tinto,Priorat,15.0,Cariñena,90.0,,
103,Pícaro del Águila Tinto, 2021,29.95,4.4,Vino tinto,Ribera del Duero,14.0,Tempranillo,95.0,,
104,Hacienda Solano Selección, 2021,13.9,4.2,Vino tinto,Ribera del Duero,14.0,Tempranillo,91.0,91.0,
105,Adernats Gran Reserva Pur, 2013,18.5,4.9,Cava,DO Cava,12.0,Macabeo,,90.0,
106,Adernats Reserva Brut Nature,,8.4,4.6,Cava,DO Cava,11.5,Macabeo,,,
107,Bocchoris Brut Nature,,5.95,4.4,Cava,DO Cava,11.5,Macabeo,,,
108,Altos de Torona Albariño, 2022,11.5,4.4,Vino blanco,Rías Baixas,13.0,Albariño,,,
109,Chivite Las Fincas Rosado, 2022,12.85,4.2,Vino rosado,3 Riberas,13.5,Garnacha,,91.0,90.0
110,Predicador, 2021,24.5,4.0,Vino tinto,Rioja,14.5,Tempranillo,92.0,,92.0
111,Luna Beberide Godello, 2023,8.95,4.1,Vino blanco,Bierzo,12.8,Godello,91.0,90.0,90.0
112,Juan Gil Etiqueta Azul, 2021,26.5,4.7,Vino tinto,Jumilla,15.5,Monastrell,,95.0,
113,Ritme, 2020,14.9,4.6,Vino tinto,Priorat,14.5,Cariñena,91.0,,
114,Carles Andreu Brut Nature Reserva, 2021,8.95,4.6,Cava,DO Cava,11.5,Parellada,,,
115,Otazu Chardonnay, 2022,10.95,4.6,Vino blanco,Navarra,13.5,Chardonnay,91.0,90.0,93.0
116,Marieta, 2022,10.9,4.4,Vino blanco,Rías Baixas,12.0,Albariño,,,
117,Ausàs Interpretación, 2020,47.9,4.4,Vino tinto,Ribera del Duero,15.0,Tempranillo,95.0,95.0,
118,La Tarara, 2019,9.5,3.7,Vino tinto,Rioja,14.5,Tempranillo,,90.0,
119,Lalama, 2020,19.95,4.4,Vino tinto,Ribeira Sacra,13.0,Mencía,,94.0,
120,Llopart Rosé Brut, 2021,15.95,4.9,Cava,Corpinnat,11.5,Monastrell,91.0,,
121,Familia Oliveda Brut Nature Reserva,,7.8,4.4,Cava,DO Cava,11.5,Macabeo,,,
122,Protos Roble, 2022,9.5,4.3,Vino tinto,Ribera del Duero,14.0,Tempranillo,,91.0,91.0
123,Boada Crianza, 2016,11.7,0.0,Vino tinto,Ribera del Duero,14.5,Tempranillo,92.0,,
124,Baigorri Crianza, 2019,12.9,4.4,Vino tinto,Rioja,14.5,Tempranillo,,90.0,92.0
125,Juan Gil Etiqueta Amarilla, 2022,6.95,4.3,Vino tinto,Jumilla,14.5,Monastrell,,90.0,
126,Brezo Blanco, 2022,9.95,4.2,Vino blanco,Bierzo,12.5,Godello,92.0,,
127,Alonso del Yerro, 2019,25.95,4.5,Vino tinto,Ribera del Duero,14.5,Tempranillo,93.0,93.0,91.0
128,Montecastro, 2020,20.5,4.3,Vino tinto,Ribera del Duero,15.0,Tempranillo,92.0,,
129,LZ, 2022,11.95,4.1,Vino tinto,Rioja,14.0,Tempranillo,92.0,,92.0
130,Naranjas Azules, 2022,9.5,3.7,Vino rosado,Cebreros,13.0,Garnacha,93.0,92.0,
131,Mont Marçal Reserva Brut Nature,,7.9,4.7,Cava,DO Cava,12.0,Xarel·lo,,,
132,Enate Chardonnay - 234, 2023,9.3,4.4,Vino blanco,Somontano,14.0,Chardonnay,,90.0,
133,Recaredo Intens Rosat Brut Nature, 2020,31.5,4.7,Cava,Corpinnat,12.0,Monastrell,92.0,91.0,
134,Zárate Albariño, 2022,17.4,4.3,Vino blanco,Rías Baixas,12.5,Albariño,,92.0,
135,Flor de Vetus, 2019,9.95,4.2,Vino tinto,Toro,14.5,Tinta de Toro,91.0,92.0,93.0
136,Guitián Godello, 2022,14.9,4.4,Vino blanco,Valdeorras,13.0,Godello,,91.0,
137,Viñas Elías Mora, 2021,9.8,4.2,Vino tinto,Toro,14.5,Tinta de Toro,90.0,91.0,
138,Rafael Cambra Soplo, 2021,5.95,4.0,Vino tinto,Valencia,13.0,Garnacha,91.0,,92.0
139,Albariño Paco & Lola, 2022,13.95,4.4,Vino blanco,Rías Baixas,13.0,Albariño,,90.0,
140,Adhuc Tempus Roble, 2021,7.95,4.6,Vino tinto,Ribera del Duero,14.0,Tempranillo,,,
141,Artuke Pies Negros, 2021,13.7,4.4,Vino tinto,Rioja,14.0,Tempranillo,,92.0,
142,Pasos de San Martín, 2019,18.5,4.1,Vino tinto,Navarra,14.5,Garnacha,93.0,95.0,95.0
143,Luna Beberide Mencía, 2023,5.95,4.1,Vino tinto,Bierzo,12.9,Mencía,91.0,91.0,
144,Coto de Hayas Garnacha Centenaria, 2021,11.95,4.5,Vino tinto,Campo de Borja,14.5,Garnacha,90.0,90.0,
145,San Román, 2020,32.1,4.6,Vino tinto,Toro,14.5,Tinta de Toro,,95.0,92.0
146,Llopart Imperial Panoràmic Brut Gran Reserva, 2018,19.95,4.5,Cava,Corpinnat,11.5,Xarel·lo,91.0,,
147,La Niña de Mis Ojos, 2022,6.9,4.3,Vino blanco,Rioja,12.0,Sauvignon blanc,,,
148,Bruto, 2021,35.95,4.5,Vino tinto,Jumilla,15.5,Monastrell,,,
149,Marqués de Vargas Reserva, 2018,27.9,4.5,Vino tinto,Rioja,14.0,Tempranillo,92.0,92.0,91.0
150,Alta Alella Mirgin Rosé Reserva, 2019,12.95,4.4,Cava,DO Cava,12.0,Mataró,,,
151,Ossian, 2021,32.5,4.8,Vino blanco,Castilla y León,13.5,Verdejo,94.0,93.0,93.0
152,Acústic, 2020,13.2,4.3,Vino tinto,Montsant,14.0,Samsó,90.0,92.0,
153,Cava Rimarts Gran Reserva 40, 2018,15.95,4.2,Cava,DO Cava,11.5,Macabeo,,94.0,
154,Guímaro Finca Meixemán, 2021,26.95,3.7,Vino tinto,Ribeira Sacra,13.0,Mencía,96.0,93.0,
155,La del Vivo, 2022,21.5,4.6,Vino blanco,Bierzo,13.5,Godello,,91.0,
156,Alta Alella Mirgin Laietà Rosé, 2019,20.95,4.5,Cava,DO Cava,12.0,Mataró,,,
157,Sembro, 2022,8.95,4.4,Vino tinto,Ribera del Duero,14.0,Tempranillo,,,
158,Arzuaga Crianza, 2020,22.95,4.6,Vino tinto,Ribera del Duero,14.5,Tempranillo,90.0,90.0,91.0
159,Godeval Godello, 2022,15.8,4.5,Vino blanco,Valdeorras,13.5,Godello,90.0,91.0,
160,Can Descregut Brut Nature Reserva, 2021,10.9,3.4,Cava,Corpinnat,11.5,Xarel·lo,91.0,,
161,Martinet Bru, 2021,23.95,4.3,Vino tinto,Priorat,14.0,Syrah,94.0,,
162,Semele, 2020,9.9,4.4,Vino tinto,Ribera del Duero,14.0,Tempranillo,,93.0,
163,Valduero Una Cepa, 2018,33.5,5.0,Vino tinto,Ribera del Duero,14.0,Tempranillo,92.0,92.0,
164,Casar de Burbia Mencía, 2019,9.95,4.0,Vino tinto,Bierzo,14.5,Mencía,90.0,90.0,91.0
165,Pere Ventura Tresor Brut Rosé,,18.0,4.0,Cava,DO Cava,11.5,Trepat,,,
166,Els Cirerets, 2020,38.6,5.0,Vino tinto,Priorat,15.5,Garnacha,,94.0,
167,Gago, 2019,19.55,3.9,Vino tinto,Toro,14.0,Tinta de Toro,,92.0,
168,Viña Zorzal Malayeto, 2021,14.4,3.9,Vino tinto,Navarra,14.0,Garnacha,94.0,94.0,
169,Hacienda Monasterio, 2021,40.5,4.7,Vino tinto,Ribera del Duero,15.0,Tempranillo,,,
170,Viña Pomal Crianza, 2020,8.95,3.8,Vino tinto,Rioja,14.5,Tempranillo,90.0,,
171,Borsao Zarihs, 2019,14.65,4.1,Vino tinto,Campo de Borja,15.0,Syrah,91.0,,
172,Viña Zorzal Garnacha, 2022,6.75,4.2,Vino tinto,Navarra,13.5,Garnacha,92.0,91.0,
173,Guímaro, 2022,11.2,3.9,Vino tinto,Ribeira Sacra,13.0,Mencía,92.0,,
174,Familia Oliveda Brut Rosat,,6.4,4.7,Cava,DO Cava,11.5,Garnacha,,,
175,Castro Ventosa Valtuille Vino de Villa, 2021,15.9,4.3,Vino tinto,Bierzo,13.5,Mencía,94.0,,
176,Cunqueiro III Milenium, 2022,12.95,4.3,Vino blanco,Ribeiro,12.5,Treixadura,,,
177,Pere Ventura Vintage, 2016,34.9,5.0,Cava,DO Cava,12.0,Xarel·lo,,94.0,
178,Chánselus Castes Brancas, 2021,42.35,4.8,Vino blanco,Ribeiro,13.0,Lado,97.0,,
179,3404 Tinto Joven, 2022,5.25,4.2,Vino tinto,Somontano,13.5,Cabernet sauvignon,,,90.0
180,Viña Real Reserva, 2017,14.9,4.2,Vino tinto,Rioja,13.5,Tempranillo,,92.0,94.0
181,Llopart Integral Brut Nature, 2021,16.25,4.3,Cava,Corpinnat,11.5,Parellada,,,
182,Protos Verdejo, 2022,7.5,4.4,Vino blanco,Rueda,13.0,Verdejo,,90.0,92.0
183,Flor de Pingus, 2021,159.5,4.6,Vino tinto,Ribera del Duero,14.5,Tempranillo,,96.0,97.0
184,La Forcallà de Antonia, 2021,12.9,4.1,Vino tinto,Valencia,14.5,Forcayat del arco,93.0,,
185,Avan Oak, 2022,6.7,4.6,Vino tinto,Ribera del Duero,14.5,Tempranillo,,,
186,Huguet Reserva Brut Nature, 2017,14.9,4.3,Cava,Corpinnat,12.0,Parellada,92.0,,
187,La Petite Agnès, 2021,12.5,4.5,Vino tinto,Priorat,14.5,Garnacha,,,
188,Grillo, 2014,37.95,4.5,Vino tinto,Somontano,14.5,Syrah,,,
189,Terrer de la Creu Brut Nature,,8.4,5.0,Cava,DO Cava,12.0,Macabeo,,,
190,Evodia, 2021,7.9,4.3,Vino tinto,Calatayud,14.5,Garnacha,,,
191,Románico, 2021,10.6,4.3,Vino tinto,Toro,14.5,Tinta de Toro,92.0,,
192,Marqués de Cáceres Gaudium, 2019,43.5,4.7,Vino tinto,Rioja,14.0,Tempranillo,,94.0,95.0
193,Ramón Bilbao Reserva, 2016,14.9,4.6,Vino tinto,Rioja,14.0,Tempranillo,,92.0,
194,Sela, 2021,17.9,4.5,Vino tinto,Rioja,14.0,Tempranillo,91.0,,92.0
195,Larchago Reserva, 2016,16.5,0.0,Vino tinto,Rioja,14.0,Tempranillo,,,93.0
196,Aria Brut Nature,,7.45,4.5,Cava,DO Cava,12.0,Macabeo,,,
197,Melior de Matarromera Roble, 2022,9.3,4.3,Vino tinto,Ribera del Duero,14.0,Tempranillo,,,
198,Avancia Godello, 2022,26.95,4.8,Vino blanco,Valdeorras,13.5,Godello,92.0,93.0,
199,Trus Roble, 2022,9.95,4.8,Vino tinto,Ribera del Duero,14.5,Tempranillo,,90.0,
200,Casa Castillo Monastrell, 2022,8.95,4.1,Vino tinto,Jumilla,14.5,Monastrell,,92.0,
201,Garum, 2021,12.75,4.3,Vino tinto,Cádiz,14.5,Merlot,,,
202,Jesús Yllera, 2016,22.75,4.0,Vino tinto,Ribera del Duero,14.5,Tempranillo,93.0,,
203,Familia Valdelana Reserva, 2018,11.95,4.3,Vino tinto,Rioja,14.5,Tempranillo,,,
204,Valparaíso Roble, 2021,7.9,3.0,Vino tinto,Ribera del Duero,14.5,Tempranillo,,,
205,Fariña Lágrima, 2021,8.4,4.6,Vino tinto,Toro,14.0,Tinta de Toro,,91.0,
206,Embruix, 2021,21.95,4.6,Vino tinto,Priorat,15.0,Garnacha,91.0,,
207,Izadi Crianza, 2020,10.95,4.2,Vino tinto,Rioja,14.0,Tempranillo,91.0,93.0,
208,Viña Pedrosa Crianza, 2020,21.9,3.8,Vino tinto,Ribera del Duero,14.0,Tempranillo,92.0,,
209,Leopardi Gran Reserva Vintage, 2017,25.6,4.5,Cava,Corpinnat,11.5,Macabeo,92.0,92.0,
210,Viña Costeira Colección 68, 2022,9.75,4.0,Vino blanco,Ribeiro,12.5,Treixadura,,,
211,Godelia Godello, 2022,10.95,4.3,Vino blanco,Bierzo,13.5,Godello,,,90.0
212,Luberri Maceración Carbónica, 2022,7.5,4.5,Vino de maceración carbónica,Rioja,14.0,Tempranillo,,90.0,
213,Vizcarra Senda del Oro, 2022,10.35,4.2,Vino tinto,Ribera del Duero,14.5,Tempranillo,90.0,90.0,
214,PradoRey Origen Roble, 2022,7.5,4.1,Vino tinto,Ribera del Duero,14.0,Tempranillo,,90.0,
215,Blanc Pescador,,4.5,4.3,Vino blanco frizzante,España,11.5,Macabeo,,,
216,Protos 27, 2020,27.9,4.5,Vino tinto,Ribera del Duero,15.0,Tempranillo,90.0,94.0,93.0
217,Carmelo Rodero Reserva, 2019,35.9,4.8,Vino tinto,Ribera del Duero,14.5,Tempranillo,92.0,91.0,93.0
218,Raventós i Blanc Blanc de Blancs, 2021,15.55,4.6,Cava,Conca del Riu Anoia,12.0,Macabeo,92.0,,
219,Naia, 2022,9.95,4.3,Vino blanco,Rueda,13.5,Verdejo,90.0,91.0,
220,Sking Or Queen, 2021,11.3,0.0,Vino naranja,Cebreros,13.0,Albillo,91.0,,
221,Muga Rosado, 2022,9.95,4.6,Vino rosado,Rioja,13.5,Garnacha,90.0,91.0,91.0
222,Lasurreal, 2022,12.9,5.0,Vino blanco,Empordà,12.0,Chardonnay,,,
223,Tinto Figuero 4 Meses, 2021,10.95,4.5,Vino tinto,Ribera del Duero,13.5,Tempranillo,,,
224,Mauro VS, 2020,65.8,4.9,Vino tinto,Castilla y León,14.5,Tempranillo,95.0,94.0,
225,Coma Vella, 2018,27.9,4.5,Vino tinto,Priorat,15.0,Cabernet sauvignon,94.0,,
226,Valtravieso Crianza, 2020,16.5,4.5,Vino tinto,Ribera del Duero,14.5,Tempranillo,90.0,90.0,
227,Dominio de Tares Cepas Viejas, 2018,16.4,4.1,Vino tinto,Bierzo,14.5,Mencía,90.0,91.0,
228,Beronia Reserva, 2017,14.9,4.4,Vino tinto,Rioja,12.5,Tempranillo,,,
229,Torre La Moreira, 2022,10.95,4.9,Vino blanco,Rías Baixas,11.5,Albariño,,,
230,Albariño de Fefiñanes, 2022,19.55,4.4,Vino blanco,Rías Baixas,12.5,Albariño,,92.0,
231,Vega Sicilia Único, 2013,402.55,4.8,Vino tinto,Ribera del Duero,14.5,Tempranillo,98.0,96.0,98.0
232,Lanzaga, 2020,26.9,4.2,Vino tinto,Rioja,14.0,Tempranillo,94.0,93.0,95.0
233,Numanthia, 2018,52.5,4.6,Vino tinto,Toro,15.0,Tinta de Toro,94.0,94.0,97.0
234,Viña Bosconia Reserva, 2012,24.9,4.4,Vino tinto,Rioja,13.5,Tempranillo,93.0,,95.0
235,Do Ferreiro, 2022,16.95,4.3,Vino blanco,Rías Baixas,12.5,Albariño,94.0,92.0,
236,Sericis Bobal, 2019,10.5,4.7,Vino tinto,Utiel-Requena,13.0,Bobal,,,
237,Casa Castillo La Tendida, 2021,13.9,4.0,Vino tinto,Jumilla,14.5,Monastrell,,93.0,
238,Perelada Finca Malaveïna, 2021,22.4,4.6,Vino tinto,Empordà,14.5,Merlot,90.0,93.0,
239,Muriel Fincas de la Villa Crianza, 2020,7.95,4.1,Vino tinto,Rioja,14.0,Tempranillo,,,
240,Lustau Palo Cortado Península,,18.9,4.8,Palo cortado,Jerez-Manzanilla,19.0,Palomino fino,,,
241,Bermejo Malvasía Seco, 2022,22.4,4.8,Vino blanco,Lanzarote,13.0,Malvasía,,,
242,Protocolo Tinto, 2021,4.65,3.9,Vino tinto,Castilla,14.0,Tempranillo,,,
243,Sexto Elemento, 2021,20.95,4.9,Vino tinto,Valencia,15.5,Bobal,,,
244,Ilercavònia, 2022,9.95,4.4,Vino blanco,Terra Alta,13.5,Garnacha blanca,,,92.0
245,Clos Lojen, 2022,7.9,4.2,Vino tinto,Manchuela,13.0,Bobal,93.0,,
246,Ramón Bilbao Verdejo, 2023,7.5,4.3,Vino blanco,Rueda,13.0,Verdejo,,90.0,
247,Cygnus Deneb Brut Nature Reserva - sin sulfitos añadidos,,11.95,4.8,Cava,DO Cava,11.5,Xarel·lo,,,
248,Viña Sastre Crianza, 2020,21.95,4.4,Vino tinto,Ribera del Duero,14.5,Tempranillo,,93.0,
249,Dominio del Bendito El Primer Paso, 2022,15.4,4.2,Vino tinto,Toro,15.0,Tinta de Toro,92.0,,
250,Monopole, 2022,5.95,4.3,Vino blanco,Rioja,13.0,Viura,91.0,,92.0
251,Marmellans Negre,,4.2,4.2,Vino tinto,Catalunya,14.0,Garnacha,,,
252,Les Brugueres Blanc, 2022,19.55,4.6,Vino blanco,Priorat,13.5,Garnacha blanca,91.0,90.0,93.0
253,Suertes del Marqués Medianías, 2020,16.9,4.0,Vino tinto,Valle de La Orotava,13.0,Listán negro,93.0,92.0,
254,Arzuaga Reserva, 2019,41.9,4.8,Vino tinto,Ribera del Duero,14.5,Tempranillo,90.0,,
255,Jané Ventura Reserva de la Música, 2019,10.9,4.3,Cava,DO Cava,12.0,Xarel·lo,,,
256,Gorka Izagirre Txacoli Blanco, 2022,9.95,4.5,Vino blanco,Bizkaiko Txakolina,13.0,Hondarribi zuri,,,
257,Viña Zorzal Chardonnay, 2022,6.5,4.2,Vino blanco,Navarra,13.0,Chardonnay,,,
258,Contino Reserva, 2019,29.2,4.9,Vino tinto,Rioja,14.0,Tempranillo,93.0,92.0,96.0
259,Sierra Cantabria Colección Privada, 2021,38.5,4.0,Vino tinto,Rioja,14.5,Tempranillo,93.0,95.0,
260,La Viña de Ayer Garnacha, 2017,9.5,4.0,Vino tinto,Cebreros,14.0,Garnacha,92.0,,
261,Terroir Històric Negre, 2021,19.25,4.7,Vino tinto,Priorat,13.5,Garnacha,93.0,,93.0
262,César Márquez Valtuille Vino de Villa, 2021,19.9,0.0,Vino tinto,Bierzo,13.0,Mencía,,,
263,El Sequé, 2021,25.95,4.6,Vino tinto,Alicante,14.5,Monastrell,,,93.0
264,Madremía, 2021,10.95,4.2,Vino tinto,Toro,14.5,Tinta de Toro,92.0,,
265,Bertha Lounge Rosé, 2022,12.8,5.0,Cava,DO Cava,12.0,Garnacha,,,
266,Contino Viña del Olivo, 2020,75.3,4.5,Vino tinto,Rioja,14.0,Tempranillo,,94.0,96.0
267,Com Tu, 2019,36.55,4.1,Vino tinto,Montsant,14.5,Garnacha,94.0,,
268,Palacio de Bornos Verdejo, 2022,6.4,4.5,Vino blanco,Rueda,13.5,Verdejo,,,
269,Merum Priorati Inici, 2021,26.9,4.6,Vino tinto,Priorat,15.0,Garnacha,,90.0,
270,Ferrer Bobet Vinyes Velles, 2019,44.95,4.7,Vino tinto,Priorat,14.5,Cariñena,93.0,95.0,94.0
271,Alta Alella Mirgin Reserva, 2019,12.95,4.3,Cava,DO Cava,12.0,Xarel·lo,,,
272,PradoRey Adaro, 2021,20.95,4.5,Vino tinto,Ribera del Duero,14.5,Tempranillo,,,93.0
273,Parxet Brut,,11.95,4.5,Cava,DO Cava,11.5,Macabeo,,,
274,Canals & Munné Insuperable Brut Reserva, 2020,9.4,4.5,Cava,DO Cava,12.0,Macabeo,,,
275,Predicat, 2018,11.95,4.6,Vino tinto,Priorat,14.0,Garnacha,,,92.0
276,Hacienda López de Haro Crianza, 2020,7.7,4.3,Vino tinto,Rioja,13.5,Tempranillo,91.0,90.0,
277,Cal Pla Negre, 2021,10.95,4.3,Vino tinto,Priorat,15.0,Garnacha,,,
278,El Bosque, 2021,102.0,4.3,Vino tinto,Rioja,14.5,Tempranillo,,97.0,95.0
279,Davide Albariño, 2022,22.8,4.5,Vino blanco,Rías Baixas,13.0,Albariño,,,
280,Peique Godello sobre Lías, 2022,8.95,4.5,Vino blanco,Bierzo,12.5,Godello,,,
281,Hacienda López de Haro Reserva, 2017,11.35,4.2,Vino tinto,Rioja,14.0,Tempranillo,92.0,,
282,Perelada Brut Nature Cuvée Especial, 2021,9.9,4.6,Cava,DO Cava,11.5,Xarel·lo,,,
283,Can Sumoi Xarel·lo, 2022,13.35,4.6,Vino blanco,Penedès,12.5,Xarel·lo,92.0,,
284,Enate Crianza, 2019,9.5,4.4,Vino tinto,Somontano,13.5,Tempranillo,,,
285,Matsu El Recio, 2021,15.95,4.3,Vino tinto,Toro,14.5,Tinta de Toro,90.0,90.0,
286,Finca Martelo Reserva, 2019,25.8,4.2,Vino tinto,Rioja,14.5,Tempranillo,95.0,94.0,93.0
287,Leirana Albariño, 2022,15.9,4.4,Vino blanco,Rías Baixas,13.0,Albariño,94.0,93.0,92.0
288,Habla La Tierra, 2021,7.95,3.9,Vino tinto,Extremadura,13.5,Tempranillo,,,
289,Samsara Priorat, 2019,16.7,3.3,Vino tinto,Priorat,14.5,Garnacha,,90.0,
290,Granbazán Etiqueta Verde, 2022,12.9,0.0,Vino blanco,Rías Baixas,13.0,Albariño,,,
291,Las Moradas de San Martín Senda, 2019,9.75,4.0,Vino tinto,Vinos de Madrid,14.5,Garnacha,90.0,90.0,
292,Pazo Señorans, 2022,15.5,4.3,Vino blanco,Rías Baixas,12.5,Albariño,92.0,,
293,Marqués de Riscal Sauvignon, 2022,11.95,4.4,Vino blanco,Rueda,12.5,Sauvignon blanc,,91.0,91.0
294,Verónica Ortega ROC, 2021,39.85,4.7,Vino tinto,Bierzo,13.5,Mencía,,94.0,
295,Txomin Etxaniz, 2022,11.5,4.6,Vino blanco,Getariako Txakolina,11.5,Hondarribi zuri,,90.0,
296,Nita, 2021,13.5,4.6,Vino tinto,Priorat,14.0,Garnacha,90.0,,
297,Rafael Cambra Uno, 2021,14.65,4.0,Vino tinto,Valencia,14.5,Monastrell,94.0,90.0,94.0
298,Bertha Lounge,,12.5,4.8,Cava,DO Cava,12.0,Xarel·lo,,,
299,Coto de Imaz Reserva, 2019,10.9,4.4,Vino tinto,Rioja,13.5,Tempranillo,,90.0,92.0
300,Finca Valpiedra Reserva, 2015,19.6,5.0,Vino tinto,Rioja,14.0,Tempranillo,92.0,93.0,92.0
301,Rafael Cambra Dos, 2021,9.95,4.3,Vino tinto,Valencia,14.0,Cabernet franc,,92.0,
302,Braó, 2020,23.05,4.5,Vino tinto,Montsant,14.0,Garnacha,92.0,94.0,
303,Vallegarcía Viognier, 2020,24.5,4.3,Vino blanco,Castilla,14.0,Viognier,92.0,92.0,
304,Villa Conchi Brut Rosé,,9.5,3.6,Cava,DO Cava,11.5,Trepat,,,
305,Eduardo Peña, 2022,16.5,4.8,Vino blanco,Ribeiro,13.5,Treixadura,,,
306,12 Lunas, 2020,10.95,4.3,Vino tinto,Somontano,14.0,Tempranillo,,,
307,Viña Pomal Gran Reserva, 2015,27.95,4.7,Vino tinto,Rioja,16.2,Tempranillo,91.0,92.0,
308,El Coto Crianza, 2019,6.95,4.6,Vino tinto,Rioja,13.5,Tempranillo,,90.0,90.0
309,Mas Collet, 2021,9.8,4.3,Vino tinto,Montsant,14.5,Garnacha,,,91.0
310,PradoRey Finca La Mina Rva, 2018,22.55,4.5,Vino tinto,Ribera del Duero,15.0,Tempranillo,,,
311,Loess Inspiration, 2021,9.95,5.0,Vino tinto,Ribera del Duero,14.5,Tempranillo,,92.0,
312,Lafou El Sender, 2020,11.75,4.3,Vino tinto,Terra Alta,14.5,Garnacha,91.0,91.0,
313,Gramona Vi de Glass Gewürztraminer, 2022 ,18.5,4.6,Vino de hielo,Penedès,9.5,Gewürztraminer,,93.0,
314,Blau, 2021,8.95,4.5,Vino tinto,Montsant,13.0,Cariñena,,90.0,
315,Mas Fontallada Brut Nature,,5.8,4.6,Cava,DO Cava,11.5,Macabeo,,,
316,Finca Cucó Negre, 2022,7.5,4.8,Vino tinto,Montsant,13.5,Garnacha,,,
317,Finca San Martín, 2019,9.6,4.1,Vino tinto,Rioja,14.5,Tempranillo,,91.0,
318,Santa Rosa, 2021,22.55,4.6,Vino tinto,Alicante,14.5,Cabernet sauvignon,92.0,93.0,
319,Enrique Mendoza Finca Xaconero, 2021,11.75,3.0,Vino tinto,Alicante,14.0,Monastrell,92.0,,
320,Naiades, 2019,22.55,4.6,Vino blanco,Rueda,13.0,Verdejo,,93.0,92.0
321,Pazo Cilleiro, 2022,9.5,4.8,Vino blanco,Rías Baixas,13.0,Albariño,,,
322,Luzón Sin Sulfitos, 2022,5.95,5.0,Vino tinto,Jumilla,14.5,Monastrell,,,
323,Petit Almodí Negre, 2022,5.7,4.6,Vino tinto,Terra Alta,14.0,Garnacha,,,91.0
324,Tajinaste Blanco Afrutado, 2022,14.5,4.6,Vino blanco,Islas Canarias,11.0,Listán blanco,,,
