,name_w,year_w,price,user_score,type_w,region,alcohol_content,wine_grape,pk_score,pn_score,sk_score
91,Vizcarra, 2020,"16,15 €","3,8",Vino tinto,Ribera del Duero,"14,5%",Tempranillo,92 PK,91 PN,NA
92,El Vínculo Crianza, 2019,"10,90 €","4,5",Vino tinto,La Mancha,"15,5%",Tempranillo,90 PK,NA,90 SK
93,La Planta, 2022,"9,30 €","4,4",Vino tinto,Ribera del Duero,"14,0%",Tempranillo,90 PK,90 PN,91 SK
94,Lindes de Remelluri Viñedos de San Vicente, 2020,"17,70 €","4,4",Vino tinto,Rioja,"13,5%",Tempranillo,92+ PK,92 PN,94 SK
95,Bozeto de Exopto, 2022,"8,70 €","4,1",Vino tinto,Rioja,"14,5%",Garnacha,92 PK,NA,92 SK
96,Quintaluna, 2020,"14,90 €","4,3",Vino blanco,Rueda,"14,0%",Verdejo,92 PK,90 PN,NA
97,Dehesa la Granja, 2019,"9,50 €","4,5",Vino tinto,Castilla y León,"14,5%",Tempranillo,92 PK,NA,93 SK
98,Luis Cañas Reserva, 2016,"17,25 €","4,5",Vino tinto,Rioja,"14,5%",Tempranillo,90 PK,92 PN,NA
99,El Perro Verde, 2022,"11,95 €","4,4",Vino blanco,Rueda,"13,0%",Verdejo,90+ PK,NA,NA
100,Roda I, 2018,"51,90 €","4,9",Vino tinto,Rioja,"14,5%",Tempranillo,94 PK,93 PN,94 SK
101,Viña Real Crianza, 2020,"8,45 €","4,1",Vino tinto,Rioja,"13,5%",Tempranillo,91 PK,91 PN,93 SK
102,Cims de Porrera Vi de Vila, 2019,"16,95 €","4,3",Vino tinto,Priorat,"15,0%",Cariñena,90 PK,NA,NA
103,Pícaro del Águila Tinto, 2021,"29,95 €","4,4",Vino tinto,Ribera del Duero,"14,0%",Tempranillo,95 PK,NA,NA
104,Hacienda Solano Selección, 2021,"13,90 €","4,2",Vino tinto,Ribera del Duero,"14,0%",Tempranillo,91 PK,91 PN,NA
105,Adernats Gran Reserva Pur, 2013,"18,50 €","4,9",Cava,DO Cava,"12,0%",Macabeo,91+ PK,90 PN,NA
106,Adernats Reserva Brut Nature,,"8,40 €","4,6",Cava,DO Cava,"11,5%",Macabeo,NA,NA,NA
107,Bocchoris Brut Nature,,"5,95 €","4,4",Cava,DO Cava,"11,5%",Macabeo,NA,NA,NA
108,Altos de Torona Albariño, 2022,"11,50 €","4,4",Vino blanco,Rías Baixas,"13,0%",Albariño,NA,NA,NA
109,Chivite Las Fincas Rosado, 2022,"12,85 €","4,2",Vino rosado,3 Riberas,"13,5%",Garnacha,NA,91 PN,90 SK
110,Predicador, 2021,"24,50 €","4,0",Vino tinto,Rioja,"14,5%",Tempranillo,92 PK,NA,92 SK
111,Luna Beberide Godello, 2023,"8,95 €","4,1",Vino blanco,Bierzo,"12,8%",Godello,91 PK,90 PN,90 SK
112,Juan Gil Etiqueta Azul, 2021,"26,50 €","4,7",Vino tinto,Jumilla,"15,5%",Monastrell,92+ PK,95 PN,NA
113,Ritme, 2020,"14,90 €","4,6",Vino tinto,Priorat,"14,5%",Cariñena,91 PK,NA,NA
114,Carles Andreu Brut Nature Reserva, 2021,"8,95 €","4,6",Cava,DO Cava,"11,5%",Parellada,NA,NA,NA
115,Otazu Chardonnay, 2022,"10,95 €","4,6",Vino blanco,Navarra,"13,5%",Chardonnay,91 PK,90 PN,93 SK
116,Marieta, 2022,"10,90 €","4,4",Vino blanco,Rías Baixas,"12,0%",Albariño,NA,NA,NA
117,Ausàs Interpretación, 2020,"47,90 €","4,4",Vino tinto,Ribera del Duero,"15,0%",Tempranillo,95 PK,95 PN,NA
118,La Tarara, 2019,"9,50 €","3,7",Vino tinto,Rioja,"14,5%",Tempranillo,NA,90 PN,NA
119,Lalama, 2020,"19,95 €","4,4",Vino tinto,Ribeira Sacra,"13,0%",Mencía,93+ PK,94 PN,NA
120,Llopart Rosé Brut, 2021,"15,95 €","4,9",Cava,Corpinnat,"11,5%",Monastrell,91 PK,NA,NA
121,Familia Oliveda Brut Nature Reserva,,"7,80 €","4,4",Cava,DO Cava,"11,5%",Macabeo,NA,NA,NA
122,Protos Roble, 2022,"9,50 €","4,3",Vino tinto,Ribera del Duero,"14,0%",Tempranillo,NA,91 PN,91 SK
123,Boada Crianza, 2016,"11,70 €","0,0",Vino tinto,Ribera del Duero,"14,5%",Tempranillo,92 PK,NA,NA
124,Baigorri Crianza, 2019,"12,90 €","4,4",Vino tinto,Rioja,"14,5%",Tempranillo,NA,90 PN,92 SK
125,Juan Gil Etiqueta Amarilla, 2022,"6,95 €","4,3",Vino tinto,Jumilla,"14,5%",Monastrell,NA,90 PN,NA
126,Brezo Blanco, 2022,"9,95 €","4,2",Vino blanco,Bierzo,"12,5%",Godello,92 PK,NA,NA
127,Alonso del Yerro, 2019,"25,95 €","4,5",Vino tinto,Ribera del Duero,"14,5%",Tempranillo,93 PK,93 PN,91 SK
128,Montecastro, 2020,"20,50 €","4,3",Vino tinto,Ribera del Duero,"15,0%",Tempranillo,92 PK,NA,NA
129,LZ, 2022,"11,95 €","4,1",Vino tinto,Rioja,"14,0%",Tempranillo,92 PK,NA,92 SK
130,Naranjas Azules, 2022,"9,50 €","3,7",Vino rosado,Cebreros,"13,0%",Garnacha,93 PK,92 PN,NA
131,Mont Marçal Reserva Brut Nature,,"7,90 €","4,7",Cava,DO Cava,"12,0%",Xarel·lo,NA,NA,NA
132,Enate Chardonnay - 234, 2023,"9,30 €","4,4",Vino blanco,Somontano,"14,0%",Chardonnay,NA,90 PN,NA
133,Recaredo Intens Rosat Brut Nature, 2020,"31,50 €","4,7",Cava,Corpinnat,"12,0%",Monastrell,92 PK,91 PN,NA
134,Zárate Albariño, 2022,"17,40 €","4,3",Vino blanco,Rías Baixas,"12,5%",Albariño,93+ PK,92 PN,NA
135,Flor de Vetus, 2019,"9,95 €","4,2",Vino tinto,Toro,"14,5%",Tinta de Toro,91 PK,92 PN,93 SK
